ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
form-446,hixk1239,die,wajehɨ,,,meiraDBhixka
form-447,kaxu1237,die,awajihɨ,,,meiraDBkaxui
form-448,cari1283,go,ɨtəmə,,,
form-449,tupi1276,go,t͡so,,,meiraetal2015summary
form-450,tupa1251,timbovine,*tĩ(ĩ)k,,,nikulin2020tuparian
form-451,tupi1276,fat,kap,,,mello2000ptg
form-452,tupi1276,leaf,op,,,mello2000ptg
form-453,tara1324,child,mure,,,meira1998proto
form-454,paru1239,child,mɨre,,,meiraDBcomp
form-455,para1310,child,mure,,,meiraDBarara
form-456,ikpe1245,child,mure,,,meiraDBikpeng
form-457,baka1277,child,tɨ-me-rɨ,,,meiraDBbakairi
form-458,waiw1244,dance,manɨm,,,meiraDBwaiwai
form-459,macu1259,dance,manunumɨ,,,meiraDBmacushi
form-460,kaxu1237,give,mɨ,,,meiraDBkaxui
form-461,kuru1309,give,õm,,,gerardi2021tuled
form-462,arik1264,give,om,,,gerardi2021tuled
form-463,juru1256,wake,paku,,,gerardi2021tuled
form-464,maqu1238,go,ɨtə(mə),,,"maquiritaricaceres2011[181, 216]"
form-465,waiw1244,go,(e)to(m),,,"waiwaihawkins1998[45, 62]"
